title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category
The Real Trial of Oscar Wild,Merlin Holland,4.04,eng,384.0,189,14,10/5/2004,Harper Perennial,-,0,10,5,2004,21,1,от 100 до 500 стр.
Complete Shorter Fictio,Oscar Wilde/Isobel Murray,4.15,eng,288.0,1192,26,3/5/1998,Oxford University Press,-,0,3,5,1998,20,2,от 100 до 500 стр.
The Unmasking of Oscar Wild,Joseph Pearce,,eng,412.0,112,13,6/15/2005,Ignatius Press,-,0,6,15,2005,21,1,от 100 до 500 стр.
The Decline and Fall of the Roman Empir,Edward Gibbon/Daniel J. Boorstin/Giovanni Battista Piranesi/Hans-Friedrich Mueller,3.98,eng,1312.0,9320,292,8/12/2003,Modern Library,-,0,8,12,2003,21,4,от 1000 стр.
The Christians and the Fall of Rome,Edward Gibbon,3.56,other,96.0,217,20,9/6/2005,Penguin,-,0,9,6,2005,21,1,до 100 стр.
The Portable Gibbon: The Decline and Fall of the Roman Empir,Edward Gibbon/Dero A. Saunders/Charles Alexander Robinson Jr.,3.98,eng,691.0,2,1,6/30/1977,Penguin Books,-,0,6,30,1977,20,3,от 500 до 1000 стр.
They Cage the Animals at Nigh,Jennings Michael Burch,4.32,eng,304.0,7999,670,10/1/1985,Signet,-,0,10,1,1985,20,1,от 100 до 500 стр.
The Quilter's Homecoming,Jennifer Chiaverini,,other,320.0,3865,248,4/10/2007,Simon  Schuster,Elm Creek Quilts,10,4,10,2007,21,1,от 100 до 500 стр.
Absolutely Normal Chao,Sharon Creech,3.92,other,201.0,28,3,9/7/2007,MacMillan Children's Books,-,0,9,7,2007,21,1,от 100 до 500 стр.
The Abominable Snowman Doesn't Roast Marshmallows,Debbie Dadey/Marcia Thornton Jones,3.82,eng,96.0,402,19,3/1/2005,Scholastic Paperbacks,The Adventures of the Bailey School Kids,50,3,1,2005,21,2,до 100 стр.
Santa Claus Doesn't Mop Floors,Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,,other,80.0,1146,42,10/1/1991,Scholastic Paperbacks,The Adventures of the Bailey School Kids,3,10,1,1991,20,3,до 100 стр.
Angels Don't Know Karate,Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.8,other,,741,26,11/1/1996,Scholastic,The Adventures Of The Bailey School Kids,23,11,1,1996,20,3,
Werewolves Don't Run for President,Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.84,eng,96.0,262,14,10/1/2004,Scholastic Paperbacks,The Adventures of the Bailey School Kids,49,10,1,2004,21,3,до 100 стр.
Vampires Don't Wear Polka Dots,Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.81,other,80.0,6983,215,1/1/1991,Scholastic Paperbacks,The Adventures of the Bailey School Kids,1,1,1,1991,20,3,до 100 стр.
Werewolves Don't Go to Summer Camp,Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.82,eng,96.0,2175,76,7/1/1991,Scholastic Paperbacks,The Adventures of the Bailey School Kids,2,7,1,1991,20,3,до 100 стр.
Phantoms Don't Drive Sports Cars,Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.76,eng,80.0,408,18,9/1/1998,Scholastic Paperbacks,The Adventures of the Bailey School Kids,32,9,1,1998,20,3,до 100 стр.
My Perfect Life,Dyan Sheldon,3.32,eng,208.0,460,39,3/3/2005,Candlewick Press,Confessions of a Teenage Drama Queen,2,3,3,2005,21,1,от 100 до 500 стр.
Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband  Family  and Lif,Sheri Lynch,3.71,other,,162,34,2/6/2007,St. Martin's Griffin,-,0,2,6,2007,21,1,
A Guide to the Words of My Perfect Teache,Ngawang Pelzang/Padmakara Translation Group/Patrul Rinpoche/Alak Zenkar,4.61,eng,336.0,79,0,6/22/2004,Shambhala,-,0,6,22,2004,21,4,от 100 до 500 стр.
All-American Girl,Meg Cabot,,eng,398.0,59683,1728,7/22/2003,HarperTrophy,All-American Girl,1,7,22,2003,21,1,от 100 до 500 стр.
Ready or Not,Meg Cabot,3.4,eng,238.0,22149,737,8/1/2005,HarperCollins Publishers,All-American Girl,2,8,1,2005,21,1,от 100 до 500 стр.
The Perfect Score,Julie Kenner,3.24,eng,,110,9,7/25/2006,Harlequin,It's All About Attitude,5,7,25,2006,21,1,
The Face on the Milk Carton,Caroline B. Cooney,3.73,eng,192.0,49975,2360,4/13/1996,Delacorte Press,Janie Johnson,1,4,13,1996,20,1,от 100 до 500 стр.
Teen Angst? Naaah..,Ned Vizzini,3.9,eng,279.0,3146,270,8/13/2002,Laurel Leaf Library,-,0,8,13,2002,21,1,от 100 до 500 стр.
It's Kind of a Funny Stor,Ned Vizzini,4.13,eng,444.0,704,111,4/1/2006,Disney-Hyperion,-,0,4,1,2006,21,1,от 100 до 500 стр.
Be More Chil,Ned Vizzini,,eng,287.0,9836,1202,9/1/2005,Disney-Hyperion,-,0,9,1,2005,21,1,от 100 до 500 стр.
Collected Prose: Autobiographical Writings  True Stories  Critical Essays  Prefaces  and Collaborations with Artist,Paul Auster,4.04,eng,528.0,273,20,3/1/2005,Picador,-,0,3,1,2005,21,1,от 500 до 1000 стр.
Hand to Mouth: A Chronicle of Early Failur,Paul Auster,3.62,eng,176.0,1575,89,8/1/2003,Picador,-,0,8,1,2003,21,1,от 100 до 500 стр.
The Book of Illusion,Paul Auster,3.85,eng,,486,57,9/4/2003,Faber and Faber,-,0,9,4,2003,21,1,
City of Glass: The Graphic Nove,Paul Karasik/David Mazzucchelli/Paul Auster/Art Spiegelman,3.93,eng,,1628,66,2/3/2005,Faber & Faber,-,0,2,3,2005,21,4,
Moonrake,Ian Fleming,3.74,other,247.0,120,13,6/3/2004,Penguin Books  Limited (UK),-,0,6,3,2004,21,1,от 100 до 500 стр.
Eat  Pray  Lov,Elizabeth Gilbert,3.55,eng,,1362264,47620,2/1/2007,Riverhead Books,-,0,2,1,2007,21,1,
Eat  Pray  Love: One Woman's Search for Everything Across Italy  India and Indonesi,Elizabeth Gilbert,3.55,eng,,112,41,9/1/2006,Books on Tape,-,0,9,1,2006,21,1,
The World as Will and Representation  Vol.,Arthur Schopenhauer/Judith Norman/E.F.J. Payne/Alistair Welchman/Christropher Janaway,4.19,eng,534.0,7475,126,6/1/1966,Dover Publications,-,0,6,1,1966,20,5,от 500 до 1000 стр.
The Schopenhauer Cur,Irvin D. Yalom,4.22,eng,358.0,9550,455,1/3/2006,Harper Perennial Modern Classics,-,0,1,3,2006,21,1,от 100 до 500 стр.
Essays and Aphorism,Arthur Schopenhauer/R.J. Hollingdale,4.17,eng,,6222,169,8/26/1976,Penguin Classics,-,0,8,26,1976,20,2,
Essay on the Freedom of the Wil,Arthur Schopenhauer/Konstantin Kolenda,4.15,eng,,379,20,5/6/2005,Dover Publications,-,0,5,6,2005,21,2,
Schopenhauer: A Very Short Introductio,Christopher Janaway,3.81,eng,137.0,346,26,2/21/2002,Oxford University Press,-,0,2,21,2002,21,1,от 100 до 500 стр.
The Mandarin,Simone de Beauvoir/Leonard M. Friedman,4.14,eng,752.0,3250,194,5/3/2005,Harper Perennial,-,0,5,3,2005,21,2,от 500 до 1000 стр.
Les Mandarins: Tome,Simone de Beauvoir,4.2,other,500.0,98,10,6/9/1972,Folio,-,0,6,9,1972,20,1,от 500 до 1000 стр.
Die Mandarins von Pari,Simone de Beauvoir,4.14,other,1040.0,61,5,1/1/2000,Rowohlt Tb.,-,0,1,1,2000,20,1,от 1000 стр.
The Brothers,David James Duncan,4.38,eng,,12703,1665,6/1/1996,Dial Press Trade Paperback,-,0,6,1,1996,20,1,
Where the Wild Things Ar,Maurice Sendak,4.22,eng,40.0,8704,483,12/26/2012,HarperCollins,-,0,12,26,2012,21,1,до 100 стр.
野獸國,Maurice Sendak,4.22,other,36.0,27,4,3/1/1987,英文漢聲出版股份有限公司,漢聲精選世界最佳兒童圖畫書．心理成長類,36,3,1,1987,20,1,до 100 стр.
Essentials of Classic Italian Cookin,Marcella Hazan/Karin Kretschmann,4.16,eng,,15222,163,10/27/1992,Knopf Publishing Group,-,0,10,27,1992,20,2,
The Italians: A Full-Length Portrait Featuring Their Manners and Moral,Luigi Barzini/Joan Emerson,3.83,eng,,578,41,7/3/1996,Touchstone,-,0,7,3,1996,20,2,
Peking to Pari,Luigi  Barzini/L.P. De Castelvecchio,,eng,308.0,25,0,12/1/1973,Open Court Publishing Company,-,0,12,1,1973,20,2,от 100 до 500 стр.
The Lost Lunar Baedeker: Poems of Mina Lo,Mina Loy/Roger L. Conover,4.17,eng,256.0,1469,63,4/8/1997,Farrar  Straus and Giroux,-,0,4,8,1997,20,2,от 100 до 500 стр.
Paris Was Yesterday  1925-193,Janet Flanner/Irving Drutman,3.85,eng,264.0,257,33,4/18/1988,Mariner Books,-,0,4,18,1988,20,2,от 100 до 500 стр.
Lost Boy Lost Gir,Peter Straub,3.48,eng,368.0,4017,296,9/28/2004,Ballantine Books,-,0,9,28,2004,21,1,от 100 до 500 стр.
Shadowlan,Peter Straub,3.91,eng,468.0,10293,253,3/4/2003,Berkley,-,0,3,4,2003,21,1,от 100 до 500 стр.
Ghost Stor,Peter Straub,3.95,eng,,61330,1520,9/1/1989,Pocket Books / Simon & Schuster  Inc.,-,0,9,1,1989,20,1,
Territoires,Stephen King/Peter Straub/Bernard Cohen,4.01,other,556.0,18,1,10/21/2002,Laffont,Le talisman des territoires,2,10,21,2002,21,3,от 500 до 1000 стр.
Floating Drago,Peter Straub,3.84,eng,595.0,10727,140,8/5/2003,Berkley,-,0,8,5,2003,21,1,от 500 до 1000 стр.
The Color of Water: A Black Man's Tribute to His White Mothe,James   McBride,4.09,other,328.0,1597,157,2/7/2006,Riverhead Books,-,0,2,7,2006,21,1,от 100 до 500 стр.
Color: A Natural History of the Palett,Victoria Finlay,,other,464.0,61033,558,12/30/2003,Random House Trade Paperbacks,-,0,12,30,2003,21,1,от 100 до 500 стр.
Vincent's Color,Vincent van Gogh/Metropolitan Museum of Art/William Lach,4.16,eng,48.0,329,49,9/29/2005,Chronicle Books,-,0,9,29,2005,21,3,до 100 стр.
Flinx's Folly,Alan Dean Foster,3.94,eng,288.0,1755,21,9/28/2004,Del Rey,Pip & Flinx,9,9,28,2004,21,1,от 100 до 500 стр.
The Doctor's Hous,Ann Beattie,2.96,eng,288.0,164,23,2/11/2003,Scribner,-,0,2,11,2003,21,1,от 100 до 500 стр.
Chilly Scenes of Winte,Ann Beattie,,other,288.0,1045,100,1/2/1991,Vintage,-,0,1,2,1991,20,1,от 100 до 500 стр.
What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603,Time-Life Books,3.72,eng,144.0,59,7,5/24/1999,Time Life Medical,-,0,5,24,1999,20,1,от 100 до 500 стр.
What Life Was Like In the Age of Chivalry: Medieval Europe  AD 800-1500,Denise Dersin,3.77,eng,168.0,126,12,5/24/1999,Time Life Medical,-,0,5,24,1999,20,1,от 100 до 500 стр.
What Life Was Like on the Banks of the Nile: Egypt  3050-30 B,Denise Dersin,,eng,192.0,199,17,5/24/1999,Time Life Books,-,0,5,24,1999,20,1,от 100 до 500 стр.
What Life Was Like at the Rebirth of Genius: Renaissance Italy  AD 1400-1550,Richard Stapleford/Time-Life Books,4.0,eng,,41,3,9/1/1999,Time Life Medical,-,0,9,1,1999,20,2,
What Life Was Like Among Druids and High Kings: Celtic Ireland  AD 400-1200,Robin Chapman Stacey,3.64,eng,144.0,123,13,5/24/1999,Time Life Medical,-,0,5,24,1999,20,1,от 100 до 500 стр.
What Life Was Like Amid Splendor and Intrigue: Byzantine Empire  AD 330-145,Ellen Anker/Denise Dersin,3.68,eng,144.0,49,2,5/24/1999,Time Life Medical,-,0,5,24,1999,20,2,от 100 до 500 стр.
What Life Was Like in the Time of War and Peace: Imperial Russia  AD 1696-1917,Time-Life Books,3.75,eng,144.0,47,7,9/1/1999,Time Life Medical,-,0,9,1,1999,20,1,от 100 до 500 стр.
What Life Was Like in the Jewel in the Crown: British India  AD 1600-190,Time-Life Books,,eng,,44,4,9/1/1999,Time Life Medical,-,0,9,1,1999,20,1,
Birds of Americ,Lorrie Moore,4.11,eng,291.0,12321,951,9/23/1999,Picador USA,-,0,9,23,1999,20,1,от 100 до 500 стр.
Self-Hel,Lorrie Moore,4.2,eng,176.0,78,9,1/10/1998,Faber & Faber,-,0,1,10,1998,20,1,от 100 до 500 стр.
Who Will Run the Frog Hospital,Lorrie Moore,3.79,eng,160.0,6419,628,4/13/2004,Vintage,-,0,4,13,2004,21,1,от 100 до 500 стр.
Family Matter,Rohinton Mistry,4.02,eng,500.0,19200,785,11/18/2003,,-,0,11,18,2003,21,1,от 500 до 1000 стр.
Tales from Firozsha Baag [Jan 01  2002] Mistry  Rohinto,Rohinton Mistry,3.94,eng,,83,17,1/1/2002,Faber and Faber & Penguin India,-,0,1,1,2002,21,1,
Without Remorse,Tom Clancy,4.18,eng,750.0,53936,1004,8/1/1994,Berkley Books,John Clark,1,8,1,1994,20,1,от 500 до 1000 стр.
Clave Red Rabbit,Tom Clancy/Enric Tremps,3.67,other,720.0,8,0,2/1/2006,Planeta Publishing,Jack Ryan,2,2,1,2006,21,2,от 500 до 1000 стр.
Debt of Honor,Tom Clancy,4.05,eng,990.0,39521,469,8/1/1995,Berkley Books,Jack Ryan,7,8,1,1995,20,1,от 500 до 1000 стр.
The Archimedes Effect,Steve Perry/Larry Segriff/Tom Clancy/Steve Pieczenik,3.98,eng,336.0,1276,12,2/7/2006,Berkley,Tom Clancy's Net Force,10,2,7,2006,21,4,от 100 до 500 стр.
Hidden Agendas,Steve Perry/Tom Clancy/Steve Pieczenik,3.76,eng,366.0,4138,39,10/28/1999,Berkley,Tom Clancy's Net Force,2,10,28,1999,20,3,от 100 до 500 стр.
Marine: A Guided Tour of a Marine Expeditionary Unit,Tom Clancy,3.83,eng,336.0,646,11,11/1/1996,Berkley,-,0,11,1,1996,20,1,от 100 до 500 стр.
The Teeth of the Tiger,Tom Clancy,3.64,eng,625.0,18128,467,8/26/2004,Penguin Books Ltd.,Jack Ryan Universe,12,8,26,2004,21,1,от 500 до 1000 стр.
Executive Orders,Tom Clancy,4.06,eng,1273.0,39577,436,1/1/1998,,Jack Ryan,8,1,1,1998,20,1,от 1000 стр.
State of War,Steve Perry/Tom Clancy/Steve Pieczenik/Larry Segriff,3.86,eng,,1329,24,3/4/2003,Berkley,Tom Clancy's Net Force,7,3,4,2003,21,4,
Every Man a Tiger: The Gulf War Air Campaign,Tom Clancy/Chuck Horner,3.75,eng,640.0,14,2,12/6/2005,Berkley Books,-,0,12,6,2005,21,2,от 500 до 1000 стр.
Wild Card,Jerome Preisler/Tom Clancy/Martin Greenberg,3.96,eng,352.0,835,13,11/2/2004,Berkley,Tom Clancy's Power Plays,8,11,2,2004,21,3,от 100 до 500 стр.
Carrier: A Guided Tour of an Aircraft Carrier,Tom Clancy/Leon A. Edney,3.82,eng,368.0,583,11,2/1/1999,Berkley,-,0,2,1,1999,20,2,от 100 до 500 стр.
Cloak and Dagger,John Helfers/Russell Davis/Tom Clancy/Steve Pieczenik,,eng,208.0,58,0,3/4/2003,Berkley,Tom Clancy's Net Force Explorers,17,3,4,2003,21,4,от 100 до 500 стр.
Cybernation,Steve Perry/Tom Clancy/Steve Pieczenik,3.76,eng,368.0,1789,19,11/1/2001,,Tom Clancy's Net Force,6,11,1,2001,21,3,от 100 до 500 стр.
Virtual Vandals,Diane Duane/Tom Clancy/Steve Pieczenik,4.01,eng,,3414,16,2/1/1999,Berkley,Tom Clancy's Net Force Explorers,1,2,1,1999,20,3,
Cutting Edge,Jerome Preisler/Tom Clancy/Martin Greenberg,,eng,432.0,1218,11,11/5/2002,Berkley,Tom Clancy's Power Plays,6,11,5,2002,21,3,от 100 до 500 стр.
Mission of Honor,Jeff Rovin/Tom Clancy/Steve Pieczenik,,eng,432.0,1557,25,6/4/2002,Berkley Books,Tom Clancy's Op-Center,9,6,4,2002,21,3,от 100 до 500 стр.
The Bear and the Dragon,Tom Clancy,3.82,eng,,21401,382,8/1/2001,Berkley Books,John Clark,3,8,1,2001,21,1,
Breaking Point,Steve Perry/Tom Clancy/Steve Pieczenik,3.7,eng,368.0,8119,32,10/1/2000,Berkley,Tom Clancy's Net Force,4,10,1,2000,20,3,от 100 до 500 стр.
Airborne: A Guided Tour Of An Airborne Task Forc,Tom Clancy,3.77,eng,326.0,448,5,11/1/1997,Berkley,-,0,11,1,1997,20,1,от 100 до 500 стр.
Red Rabbit,Tom Clancy,3.67,eng,640.0,23018,514,8/26/2002,G.P. Putnam's Sons,Jack Ryan,2,8,26,2002,21,1,от 500 до 1000 стр.
John Deere Farm Tractors: A History of the John Deere Tracto,Randy Leffingwell,4.22,eng,192.0,22,1,9/1/1993,Motorbooks International,-,0,9,1,1993,20,1,от 100 до 500 стр.
Corvette: Fifty Year,Randy Leffingwell/David Newhardt,,eng,384.0,15,1,10/23/2004,Motorbooks,-,0,10,23,2004,21,2,от 100 до 500 стр.
Tough to Tackl,Matt Christopher/Harvey Kidder,3.87,eng,,389,24,9/30/1987,Little  Brown Books for Young Readers,-,0,9,30,1987,20,2,
Complete Guide to OneNot,W. Frederick Zimmerman/Chris Pratley,4.25,eng,412.0,4,0,11/17/2003,Apress,-,0,11,17,2003,21,2,от 100 до 500 стр.
The Goon Show  Volume 4: My Knees Have Fallen Off,NOT A BOOK,5.0,eng,2.0,3,0,4/1/1996,BBC Physical Audio,-,0,4,1,1996,20,1,до 100 стр.
The Goon Show: Moriarty Where Are You,NOT A BOOK,4.43,eng,,0,0,3/30/2005,BBC Physical Audio,-,0,3,30,2005,21,1,
The Goon Show  Volume 11: He's Fallen in the Water,NOT A BOOK,5.0,eng,2.0,2,0,10/2/1995,BBC Physical Audio,-,0,10,2,1995,20,1,до 100 стр.
Power: Die 48 Gesetze Der Mach,Robert Greene/Birgit Brandau/Hartmut Schickert,4.18,other,536.0,39,4,10/1/2001,Deutscher Taschenbuch Verlag,-,0,10,1,2001,21,3,от 500 до 1000 стр.
The Echo Make,Richard Powers,3.38,eng,,7087,1119,10/17/2006,Farrar Straus Giroux,-,0,10,17,2006,21,1,
Power vs. Forc,David R. Hawkins,4.2,other,341.0,7167,376,3/5/2002,Hay House,-,0,3,5,2002,21,1,от 100 до 500 стр.
The Power of Ar,Simon Schama,3.88,other,448.0,15804,96,11/10/2006,Ecco,-,0,11,10,2006,21,1,от 100 до 500 стр.
Goodbye  Darkness: A Memoir of the Pacific Wa,William Manchester,,eng,401.0,4936,174,4/12/2002,Back Bay Books,-,0,4,12,2002,21,1,от 100 до 500 стр.
A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Ag,William Manchester,3.85,eng,322.0,9807,745,6/1/1993,Back Bay Books,-,0,6,1,1993,20,1,от 100 до 500 стр.
The Last Lion 2: Winston Spencer Churchill: Alone  1932-4,William Manchester,4.48,eng,,240,27,10/28/1988,Little  Brown & Company,-,0,10,28,1988,20,1,
The Glory and the Dream: A Narrative History of America 1932-7,William Manchester,,eng,,1429,115,7/1/1984,Little  Brown & Company (Boston/Toronto),-,0,7,1,1984,20,1,
The Last Lion: Winston Spencer Churchill: Visions of Glory  1874-193,William Manchester,4.42,other,992.0,335,38,5/30/1983,Little  Brown & Company,-,0,5,30,1983,20,1,от 500 до 1000 стр.
The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-193,William Manchester,4.42,eng,992.0,9659,467,4/1/1984,Delta,-,0,4,1,1984,20,1,от 500 до 1000 стр.
Harrowing the Drago,Patricia A. McKillip,3.94,eng,,1602,86,11/7/2006,Ace Books,-,0,11,7,2006,21,1,
Solstice Wood,Patricia A. McKillip,3.76,eng,278.0,1715,141,1/2/2007,Ace Books,Winter Rose,2,1,2,2007,21,1,от 100 до 500 стр.
Od Magi,Patricia A. McKillip,3.98,eng,315.0,3140,265,6/6/2006,,-,0,6,6,2006,21,1,от 100 до 500 стр.
25 Ways to Win with People: How to Make Others Feel Like a Million Buck,John C. Maxwell/Les Parrott III,,eng,208.0,1710,114,6/5/2005,HarperCollins Leadership,-,0,6,5,2005,21,2,от 100 до 500 стр.
Winning with People Workboo,John C. Maxwell,,eng,256.0,8,1,9/10/2005,HarperCollins Leadership,-,0,9,10,2005,21,1,от 100 до 500 стр.
Thornhold,Elaine Cunningham,,eng,384.0,1023,9,12/27/2011,,The Harpers,16,12,27,2011,21,1,от 100 до 500 стр.
The Best of the Realms: The Stories of Elaine Cunningham,Elaine Cunningham,3.98,other,345.0,164,6,5/8/2007,Wizards of the Coast,Forgotten Realms: The Best of the Realms,3,5,8,2007,21,1,от 100 до 500 стр.
Changeling Storytellers Guid,Mark  Hunter/Ian Lemke,3.36,eng,139.0,28,0,8/1/1998,White Wolf Games Studio,-,0,8,1,1998,20,2,от 100 до 500 стр.
The Blood Wood,FASA Corporation/Ian Lemke/Louis J. Prosperi,3.71,eng,152.0,31,1,6/1/1997,FASA Corporation,-,0,6,1,1997,20,3,от 100 до 500 стр.
Basin and Rang,John McPhee,4.19,eng,240.0,2781,178,4/1/1982,Farrar  Straus and Giroux,-,0,4,1,1982,20,1,от 100 до 500 стр.
The Deltoid Pumpkin See,John McPhee,3.95,eng,192.0,380,18,9/1/1992,Farrar  Straus and Giroux,-,0,9,1,1992,20,1,от 100 до 500 стр.
Assembling Californi,John McPhee,4.17,eng,294.0,1595,120,2/1/1994,Farrar  Straus and Giroux,-,0,2,1,1994,20,1,от 100 до 500 стр.
Qué Se Puede Esperar Cuando Se Está Esperand,Heidi Murkoff/Arlene Eisenberg,,other,624.0,27,2,1/31/2006,Workman Publishing Company,-,0,1,31,2006,21,2,от 500 до 1000 стр.
Master of Swords,Angela Knight,4.2,eng,294.0,2801,45,10/3/2006,Berkley Sensation,Mageverse,4,10,3,2006,21,1,от 100 до 500 стр.
Master of the Night,Angela Knight,3.88,eng,296.0,4637,125,10/5/2004,Berkley Sensation,Mageverse,1,10,5,2004,21,1,от 100 до 500 стр.
Master of Wolves,Angela Knight,4.17,eng,294.0,3798,56,4/4/2006,Berkley,Mageverse,3,4,4,2006,21,1,от 100 до 500 стр.
Captive Dream,Angela Knight/Diane Whiteside,3.91,other,336.0,1354,60,9/5/2006,Berkley Trade,-,0,9,5,2006,21,2,от 100 до 500 стр.
Master of Dragons,Angela Knight,4.22,eng,293.0,3190,56,6/5/2007,Berkley Sensation,Mageverse,5,6,5,2007,21,1,от 100 до 500 стр.
Master of the Moon,Angela Knight,4.14,eng,336.0,2882,56,5/3/2005,Berkley Sensation,Mageverse,2,5,3,2005,21,1,от 100 до 500 стр.
Jane's Warlord,Angela Knight,3.97,eng,,2552,94,6/1/2004,Berkley Sensation,Warlord,1,6,1,2004,21,1,
Over The Moon,Angela Knight/MaryJanice Davidson/Virginia Kantra/Sunny,3.9,eng,330.0,3681,92,1/2/2007,Berkley Sensation,Mageverse,3,1,2,2007,21,4,от 100 до 500 стр.
Mr. and Mistress,Heidi Betts,3.37,eng,185.0,191,16,5/9/2006,Silhouette,Dynasties: The Elliotts,5,5,9,2006,21,1,от 100 до 500 стр.
Artesia Volume,Mark Smylie,3.98,eng,,242,24,9/20/2011,Archaia,-,0,9,20,2011,21,1,
Law of Enclosure,Dale Peck,3.65,eng,320.0,72,2,2/1/1997,Washington Square Press,-,0,2,1,1997,20,1,от 100 до 500 стр.
The Drift House: The First Voyag,Dale Peck,3.65,eng,437.0,618,69,11/1/2006,Bloomsbury Publishing PLC,-,0,11,1,2006,21,1,от 100 до 500 стр.
Through a Brazen Mirro,Delia Sherman/Cortney Skinner/Ellen Kushner,3.37,eng,100.0,116,12,2/25/2015,Circlet Press,-,0,2,25,2015,21,3,от 100 до 500 стр.
The Porcelain Dov,Delia Sherman,3.41,eng,416.0,206,28,7/1/1994,Plume,-,0,7,1,1994,20,1,от 100 до 500 стр.
Interfictions: An Anthology of Interstitial Writin,Delia Sherman/Theodora Goss/K. Tempest Bradford/Karen Jordan Allen/Rachel Pollack/Veronica Schanoes/Mikal Trimm/Colin Greenland/Vandana Singh/Matthew Cheney/Léa Silhol/Adrián Ferrero/Holly Phillips/Catherynne M. Valente/Christopher Barzak/Leslie What/Anna Tambour/Joy Marchand/Jon Singer/Csilla Kleinheincz/Michael J. DeLuca,,eng,,229,20,4/1/2007,Small Beer Press,-,0,4,1,2007,21,21,
The Fall of the Kings,Ellen Kushner/Delia Sherman,3.65,eng,510.0,1869,128,9/30/2003,Bantam,Riverside,3,9,30,2003,21,2,от 500 до 1000 стр.
Killing Tim,Cynthia Harrod-Eagles,3.98,other,280.0,12,1,2/1/1999,Avon Books,-,0,2,1,1999,20,1,от 100 до 500 стр.
The Tangled Thread,Cynthia Harrod-Eagles,4.32,eng,474.0,305,8,9/1/1987,Little  Brown Book Group,Morland Dynasty,10,9,1,1987,20,1,от 100 до 500 стр.
The Flood-Tide,Cynthia Harrod-Eagles,4.25,eng,428.0,318,7,2/1/1986,Little  Brown Book Group,Morland Dynasty,9,2,1,1986,20,1,от 100 до 500 стр.
The White Road,Cynthia Harrod-Eagles,4.27,eng,480.0,195,8,11/1/2006,Little  Brown Book Group,Morland Dynasty,28,11,1,2006,21,1,от 100 до 500 стр.
The Maiden,Cynthia Harrod-Eagles,4.27,eng,413.0,330,11,2/1/1985,Little  Brown Book Group,The Morland Dynasty,8,2,1,1985,20,1,от 100 до 500 стр.
The Oak Apple,Cynthia Harrod-Eagles,4.18,eng,,460,20,5/1/2001,Little  Brown Book Group,Morland Dynasty,4,5,1,2001,21,1,
The Emperor,Cynthia Harrod-Eagles,4.28,eng,512.0,261,6,8/1/1988,Little  Brown Book Group,The Morland Dynasty,11,8,1,1988,20,1,от 500 до 1000 стр.
The Nature of the Chil,Jerome Kagan,3.42,eng,352.0,12,1,5/13/1994,Basic Books,-,0,5,13,1994,20,1,от 100 до 500 стр.
Confessions of a Pagan Nu,Kate Horsley,3.87,eng,191.0,1768,266,9/10/2002,Shambhala,-,0,9,10,2002,21,1,от 100 до 500 стр.
Westminster Abb,Micol Ostow,3.41,eng,192.0,1169,83,5/5/2005,Speak,-,0,5,5,2005,21,1,от 100 до 500 стр.
Dragon's Fire,Anne McCaffrey/Todd McCaffrey,3.98,eng,366.0,7923,171,8/1/2006,Del Rey Books,Pern,19,8,1,2006,21,2,от 100 до 500 стр.
Maelstro,Anne McCaffrey/Elizabeth Ann Scarborough,3.88,eng,,1088,37,1/31/2007,Del Rey Books,-,0,1,31,2007,21,2,
The Mark of the Crown,Jude Watson,3.73,eng,,2319,63,10/1/1999,Scholastic Inc.,Star Wars: Jedi Apprentice,4,10,1,1999,20,1,
Joy Withi,Joan Goldstein/Manuela Soares,4.38,other,144.0,8,3,11/15/1990,Simon  Schuster,-,0,11,15,1990,20,2,от 100 до 500 стр.
Butch/Femm,Manuela Soares/Judy Grahn/Nisa Donnelly,,eng,64.0,13,1,4/4/1996,Crown Publishing Group (NY),-,0,4,4,1996,20,3,до 100 стр.
Expository Writing: Mini-Lessons * Strategies * Activitie,Tara McCarthy/Drew Hires/Jaime Lucero/Vincent Ceci,4.33,eng,88.0,3,0,4/1/1998,Teaching Resources,-,0,4,1,1998,20,4,до 100 стр.
Persuasive Writing: Mini-Lessons  Strategies  Activitie,Tara MacCarthy/Drew Hires,3.2,eng,64.0,5,1,8/1/1998,Scholastic,-,0,8,1,1998,20,2,до 100 стр.
McDougal Littell Science: Student Edition Grade 6 Earth Science 200,McDougal Littell/Douglas W. Carnine,2.0,eng,972.0,3,0,4/12/2005,McDougal Littel,-,0,4,12,2005,21,2,от 500 до 1000 стр.
Daisy Bates: Civil Rights Crusader from Arkansa,Grif Stockley,3.55,eng,,11,3,10/18/2005,University Press of Mississippi,-,0,10,18,2005,21,1,
