Car Name,Year,Region,FuelType,Mileage,Price,Owners
SsangYong Actyon Sports pickup,2007,Kentron,Gasoline,180000,9000,6
Subaru Forester wagon,2004,Shengavit,Gasoline,253000,13500,1
Chrysler 200,2016,Ararat,Gasoline,192000,16900,1
Kia Sportage,2016,Davtashen,Gasoline,41716,16000,3
BMW 3 Series,2016,Ajapnyak,Gasoline,130000,7500,4
Mercedes-Benz E-Class,2007,Ajapnyak,Gasoline,205000,21500,6
Kia K7,2018,Malatia-Sebastia,Gasoline,30000,27500,5
Tesla Model 3,2022,Nor Nork,Electric,25000,47000,6
Mercedes-Benz GLS-Class AMG,2019,Shengavit,Gasoline,80000,11800,4
Jeep Compass,2019,On the way,Gasoline,57000,11000,5
VAZ (Lada) Niva,2020,Kanaker-Zeytun,Gasoline,24000,3000,6
BYD Yuan Plus,2024,On the way,Electric,20,20000,5
BYD Song Plus,2024,On the way,Electric,20,16700,6
Ford Transit Connect,2020,Aragatsavan,Gasoline,210000,2200,3
VAZ (Lada) 2114 hatchback,2004,Aragatsavan,Gasoline,200000,3000,3
Hongqi E-QM5,2024,Ajapnyak,Electric,80,20000,3
Mercedes-Benz 190 (W201),1986,Shengavit,Gasoline,56789,13800,2
Nissan Rogue,2016,Ashtarak,Gasoline,55000,55000,1
Lexus GX,2018,Abovian,Gasoline,110000,41000,4
Mercedes-Benz E-Class,2018,Abovian,Gasoline,52000,10100,2
Mazda 3,2015,Ajapnyak,Gasoline,72000,6800,1
Mercedes-Benz E-Class,1997,Abovian,Gasoline,320000,8400,2
Toyota Corolla,2010,Kentron,Gasoline,160000,14800,4
Mercedes-Benz CLS-Class,2008,Davtashen,Gasoline,167000,7500,1
VAZ (Lada) 2121 (4x4),2015,Sevan,Gasoline,60000,6700,5
Mercedes-Benz B-Class hatchback,2007,Nor Nork,Gasoline,178000,4800,3
Opel Astra wagon,2000,Echmiadzin,Gasoline,225000,1000,4
GAZ (ГАЗ) 31029 Volga,1998,Martuni,Gasoline,50000,7200,3
Mercedes-Benz E-Class,1999,Sevan,Gasoline,300000,3600,3
Opel Vectra,1999,Gavar,Gasoline,366000,12900,3
Land Rover Range Rover Evoque,2011,Gyumri,Gasoline,200000,42500,4
Mercedes-Benz GLS-Class AMG,2015,Gyumri,Gasoline,200000,15900,5
Mazda 3,2019,Arabkir,Gasoline,69000,28000,5
Lexus LX,2007,Kapan,Gasoline,200000,3400,1
Nissan Teana,2005,Kapan,Gasoline,254000,16500,4
Toyota Corolla,2018,Masis,Gasoline,120000,3500,6
Nissan March hatchback,2002,Echmiadzin,Gasoline,240000,2200,1
Volkswagen Vento,1996,Gavar,Gasoline,366000,3000,6
Mercedes-Benz C-Class,2021,On the way,Gasoline,80000,18000,4
Mercedes-Benz G-Class,1999,Avan,Gasoline,150000,6500,2
BMW 3 Series,2006,Ajapnyak,Gasoline,403555,4000,5
Ford Fusion hatchback,2003,Ajapnyak,Gasoline,270000,22000,6
BMW X5,2011,Erebuni,Gasoline,120000,4300,6
Nissan Tiida hatchback,2006,Kentron,Gasoline,221400,13500,1
Kia Forte,2019,Abovian,Gasoline,74000,11700,4
RAM ProMaster City,2021,On the way,Gasoline,67000,5500,2
Nissan Teana,2005,Ajapnyak,Gasoline,190000,11000,4
Mercedes-Benz E-Class,2009,Erebuni,Gasoline,250000,3500,2
VAZ (Lada) 2114 hatchback,2013,Erebuni,Gasoline,134000,23500,6
Tesla Model 3,2020,Stepanavan,Electric,105000,5700,5
Opel Zafira,2001,Stepanavan,Gasoline,205000,16400,4
Mercedes-Benz S-Class,2008,Kentron,Gasoline,215300,7500,4
Mercedes-Benz E-Class,2005,Malatia-Sebastia,Gasoline,275000,18400,4
Land Rover Range Rover Sport,2010,Kentron,Gasoline,180000,6000,6
Mercedes-Benz Sprinter,1996,Davtashen,Diesel,385000,22900,6
Lexus GX,2007,Kentron,Gasoline,275000,10000,6
Mazda 6,2015,Kentron,Gasoline,115000,15300,6
Hyundai Sonata,2018,Erebuni,Gasoline,465000,10000,2
Mercedes-Benz E-Class,2001,Kentron,Gasoline,144000,5500,2
Mercedes-Benz C-Class,1998,Artashat,Gasoline,100000,16500,3
Kia Optima,2019,Shengavit,Gasoline,73000,21500,6
Mazda 3,2022,Nor Nork,Gasoline,5400,24500,3
Acura RDX,2016,Nor Nork,Gasoline,28500,16500,1
Mazda 6,2018,Shengavit,Gasoline,34000,13000,2
Kia Optima,2019,Russia,Gasoline,43000,19500,2
Kia Forte,2020,Ajapnyak,Gasoline,28000,46000,1
BMW 7 Series,2016,Kentron,Gasoline,80000,28000,2
Toyota Land Cruiser Prado,2010,Armavir,Gasoline,160000,18200,6
Nissan Rogue,2017,Erebuni,Gasoline,60000,8000,2
Mazda MPV,2008,Kentron,Gasoline,120000,6000,1
Honda Fit hatchback,2008,Kanaker-Zeytun,Gasoline,155000,11500,4
Chevrolet Cruze,2017,Erebuni,Gasoline,155000,8000,1
Mercedes-Benz S-Class limo,2021,Kentron,Gasoline,48000,23500,3
Mazda CX-9,2018,Ajapnyak,Gasoline,75000,15800,5
Kia Forte,2021,Ajapnyak,Gasoline,34000,43000,5
Mercedes-Benz GLE AMG,2018,Ajapnyak,Gasoline,80000,18300,5
Kia Sportage,2019,Echmiadzin,Gasoline,52000,15300,6
Mercedes-Benz E-Class coupe,2010,Ajapnyak,Gasoline,140000,22000,1
Mazda 6,2020,Malatia-Sebastia,Gasoline,29000,10000,5
Jeep Grand Cherokee,2005,Gavar,Gasoline,200000,26500,1
Ford Mustang coupe,2021,Abovian,Gasoline,19600,9400,2
Nissan Versa hatchback,2016,Ajapnyak,Gasoline,68000,13200,3
Mercedes-Benz C-Class,2011,Abovian,Gasoline,150200,12400,4
Mazda 6,2014,Ajapnyak,Gasoline,180000,20000,3
Mercedes-Benz E-Class,2012,Shengavit,Gasoline,170000,31000,4
Jaguar F-Pace,2017,Avan,Diesel,80000,12700,3
Ford Transit,2003,Maralik,Diesel,147000,15500,5
BMW X5,2011,Davtashen,Gasoline,250000,2700,5
Opel Astra wagon,1999,Ajapnyak,Gasoline,200000,9500,3
Ford Focus,2018,Kentron,Gasoline,83000,8000,3
GAZ (ГАЗ) 24 Volga,1982,Tashir,Gasoline,450000,4300,4
Mercedes-Benz C-Class,1996,Ararat,Gasoline,250000,20500,5
Mercedes-Benz S-Class,2010,Malatia-Sebastia,Gasoline,237000,47000,2
Lexus ES,2022,Ajapnyak,Gasoline,25000,18000,1
BMW 3 Series,2017,Avan,Gasoline,69543,13500,5
BMW 3 Series,2013,Erebuni,Gasoline,156000,13500,3
Ford F-250 pickup,2004,Erebuni,Gasoline,186000,110000,4
Porsche Panamera hatchback,2022,Ajapnyak,Gasoline,17000,14900,2
Volkswagen Jetta,2020,Erebuni,Gasoline,42000,7300,6
Nissan X-Trail,2002,Gyumri,Gasoline,193000,6700,2
Chevrolet Epica,2007,Ijevan,Gasoline,115000,8900,2
Acura ILX,2017,Davtashen,Gasoline,50000,12800,6
Mitsubishi Pajero,2008,Artashat,Gasoline,21500,3000,1
Volkswagen Golf hatchback,1995,Erebuni,Gasoline,300000,8300,3
Honda Civic,2012,Ajapnyak,Gasoline,137000,3000,3
Mercedes-Benz C-Class,1995,Nubarashen,Gasoline,207549,2000,1
Volkswagen Golf hatchback,1996,Vardenis,Gasoline,186000,5500,6
BMW 3 Series,2003,Gyumri,Gasoline,324873,3000,1
VAZ (Lada) 2106,1984,Ijevan,Gasoline,100000,3000,3
VAZ (Lada) 2107,2006,Echmiadzin,Gasoline,45321,4700,2
Mitsubishi Pajero IO,1998,Arabkir,Gasoline,200000,16500,3
BMW 5 Series,2011,Shengavit,Gasoline,215000,7500,5
BMW 3 Series,2005,Erebuni,Gasoline,184000,8800,3
Nissan Murano,2011,Arabkir,Gasoline,76316,10000,3
Hyundai Sonata,2010,Malatia-Sebastia,Gasoline,80800,3000,3
VAZ (Lada) 2102 wagon,1978,Aparan,Gasoline,5500,4700,2
Mitsubishi Airtrek,2001,Malatia-Sebastia,Gasoline,193000,18700,2
Mazda 3,2020,Yeghvard,Gasoline,103000,12500,5
Mercedes-Benz CLS-Class,2007,Gyumri,Gasoline,162000,8000,4
Nissan X-Trail,2006,Nor Nork,Gasoline,250000,6800,4
Nissan Tiida hatchback,2008,Shengavit,Gasoline,167000,13800,5
Mazda CX-5,2012,Kanaker-Zeytun,Gasoline,80000,5500,2
Nissan Tiida,2006,Ajapnyak,Gasoline,136500,8000,5
Kia Sorento,2006,Kanaker-Zeytun,Gasoline,200000,3000,2
GAZ (ГАЗ) 3110 Volga,2003,Malatia-Sebastia,Gasoline,218000,8000,2
Nissan Leaf hatchback,2014,Shengavit,Electric,31000,6000,1
Dodge Avenger,2012,Noyemberyan,Gasoline,194000,16500,2
Hyundai Sonata,2016,Shengavit,Hybrid,55392,4900,5
BMW 3 Series,1999,Abovian,Gasoline,230000,15500,3
Nissan Rogue,2017,Ajapnyak,Gasoline,25000,12000,3
Toyota Corolla,2011,Abovian,Gasoline,130000,3000,3
BMW 3 Series,2003,Gyumri,Gasoline,327000,7500,4
Mazda 3,2010,Kentron,Gasoline,130000,27000,2
Toyota RAV4,2018,Artashat,Gasoline,89000,11000,3
Volkswagen Golf hatchback,2013,Artashat,Gasoline,70000,8000,3
Mercedes-Benz E-Class,2008,Kentron,Gasoline,180000,8000,5
Chrysler 300C,2006,Kentron,Gasoline,258000,23000,1
Ford Explorer,1995,Kentron,Gasoline,98000,23000,6
Mercedes-Benz S-Class,2006,Kentron,Gasoline,83000,24000,3
BMW 4 Series,2017,Ajapnyak,Gasoline,105000,21500,5
Mercedes-Benz S-Class,2007,Arabkir,Gasoline,270000,56000,6
Lexus RX,2020,Davtashen,Gasoline,38000,10600,6
Lexus IS,2008,Arabkir,Gasoline,127900,4700,3
VAZ (Lada) 2121 (4x4),2001,Ashtarak,Gasoline,180000,16700,2
BYD Song Plus,2024,Arabkir,Electric,6000,3000,5
VAZ (Lada) Niva Legend,2021,Arabkir,Gasoline,45000,3000,4
Nissan March hatchback,2003,Kanaker-Zeytun,Gasoline,200000,12300,1
Ford Transit,2010,Malatia-Sebastia,Diesel,190000,14700,3
Mercedes-Benz Viano,2004,Arabkir,Gasoline,195000,23000,1
Mercedes-Benz S-Class,2009,Shengavit,Gasoline,80000,23000,4
Ford Explorer,1995,Shengavit,Gasoline,98000,5000,5
Infiniti QX4,2001,Echmiadzin,Gasoline,180000,6000,1
Mercedes-Benz C-Class,1998,Yeghegnadzor,Gasoline,173000,13500,3
Chevrolet Volt hatchback,2019,Parakar,Hybrid,50000,28000,4
Infiniti QX50,2018,Parakar,Gasoline,65000,14000,5
Ford Fusion (North America),2017,Kentron,Gasoline,139000,6200,4
Mitsubishi Grandis,2003,Kentron,Gasoline,233241,10000,3
Chevrolet Malibu,2017,Shengavit,Gasoline,204000,8700,2
Chevrolet Volt hatchback,2015,Shengavit,Hybrid,300000,5600,1
Mercedes-Benz C-Class,2001,Hrazdan,Gasoline,320000,3800,6
Mercedes-Benz E-Class,2001,Hrazdan,Gasoline,500000,16500,6
Nissan Rogue,2018,Kentron,Gasoline,78000,57000,1
Genesis GV80,2022,Kentron,Gasoline,5000,7500,6
Mercedes-Benz A-Class hatchback,2012,Malatia-Sebastia,Gasoline,102000,19800,6
BMW X5,2011,Kentron,Gasoline,152000,12900,1
Toyota Corolla,2015,Abovian,Gasoline,105000,33000,2
Toyota RAV4,2019,Malatia-Sebastia,Gasoline,75000,18000,5
Hyundai Tucson,2019,Gyumri,Gasoline,58000,14500,5
Mercedes-Benz E-Class,2011,Kanaker-Zeytun,Gasoline,300000,5800,2
Nissan Tiida hatchback,2008,Charentsavan,Gasoline,300000,19500,2
Mercedes-Benz G-Class,1998,Kanaker-Zeytun,Gasoline,190000,14500,6
Mazda 3,2019,Armavir,Gasoline,53000,16500,1
Jeep Compass,2017,Balahovit,Gasoline,136000,7100,6
Chevrolet Volt hatchback,2012,Nor Hachen,Hybrid,220000,29700,3
Nissan Rogue,2020,Shengavit,Gasoline,45200,3000,5
Mercedes-Benz C-Class,1995,Charentsavan,Gasoline,230000,7300,1
Ford Mustang coupe,2007,Spitak,Gasoline,197000,2450,2
Citroen C4,2014,Taperakan,Gasoline,200000,11500,1
Nissan Altima,2014,Vedi,Gasoline,118000,15300,5
Kia Forte,2019,Avan,Gasoline,35000,8900,4
Hyundai Elantra,2013,Vedi,Gasoline,137000,17700,1
Toyota Land Cruiser Prado,2007,Kentron,Gasoline,205000,3000,5
GAZ (ГАЗ) 3110 Volga,1999,Echmiadzin,Gasoline,153000,29900,1
Tesla Model 3,2021,Proshyan,Electric,13500,33000,4
Tesla Model 3,2023,Proshyan,Electric,270,22500,4
Tesla Model 3,2020,Kentron,Electric,29000,27900,2
BYD Han,2024,On the way,Electric,17,55000,5
Lexus RX,2018,Kentron,Hybrid,26000,9400,5
Toyota Corolla,2008,Kanaker-Zeytun,Gasoline,174000,12000,4
Hyundai Elantra,2019,Kentron,Gasoline,130,24000,6
Kia K5,2020,Erebuni,Gasoline,45000,9600,5
Mercedes-Benz E-Class,2003,Kaghsi,Gasoline,280000,2600,4
VAZ (Lada) 2110,2006,Tashir,Gasoline,255000,12600,3
Kia Optima,2017,Kentron,Gasoline,98000,8900,4
Hyundai Elantra,2011,Hrazdan,Gasoline,160000,3000,4
Opel Astra,1998,Charentsavan,Gasoline,385000,12000,6
Ford Fusion (North America),2015,Echmiadzin,Gasoline,200000,3700,2
VAZ (Lada) 2106,2001,Echmiadzin,Gasoline,58000,3500,6
Opel Astra hatchback,1998,Davtashen,Gasoline,254217,23000,1
Kia Forte,2022,Nor Nork,Gasoline,13000,33500,4
Toyota Land Cruiser Prado,2011,Shengavit,Gasoline,174000,6600,4
BMW 3 Series,2003,Ajapnyak,Gasoline,232232,39500,2
Jeep Grand Cherokee,2018,Nor Nork,Gasoline,105000,18800,5
BMW X5,2009,Kentron,Gasoline,195000,17000,6
Nissan Rogue,2018,Nor Nork,Gasoline,72000,80000,5
Lexus GX460,2021,Yeghegnadzor,Gasoline,11000,14350,2
Kia Forte,2018,Hrazdan,Gasoline,61000,8000,5
BMW X5,2001,Ajapnyak,Gasoline,30000,8600,2
Toyota Camry,2008,Jrvezh,Gasoline,170000,26500,1
Mazda CX-5,2021,Erebuni,Gasoline,1000,18500,6
Mazda CX-5,2018,Erebuni,Gasoline,68000,27500,4
Tesla Model 3,2022,Erebuni,Electric,17600,48000,5
Mercedes-Benz GLS-Class,2017,Malatia-Sebastia,Gasoline,76000,40000,5
Mercedes-Benz GLE-Class,2016,Malatia-Sebastia,Gasoline,72000,11000,6
Nissan Versa,2019,Shengavit,Gasoline,54000,13500,6
Hyundai Elantra,2020,Armavir,Gasoline,59000,10500,2
Mercedes-Benz E-Class,2008,Shengavit,Gasoline,230000,3500,2
Skoda Fabia,2007,Shengavit,Gasoline,500000,4700,3
Mercedes-Benz C-Class,1994,Hrazdan,Gasoline,200000,3300,4
Mercedes-Benz W124,1993,Hrazdan,Gasoline,300000,26000,1
Kia Sportage,2022,Arzni,Gasoline,15700,9300,2
Ford Focus hatchback,2018,Erebuni,Gasoline,78000,15900,2
Ford Fusion (North America),2017,Avan,Gasoline,126000,3000,4
Ford Courier,1998,Davtashen,Gasoline,256000,35500,1
Mazda CX-5,2022,Arzni,Gasoline,17000,4900,6
Nissan Tiida hatchback,2005,Ajapnyak,Gasoline,106000,15200,2
Mitsubishi Outlander Sport,2017,Kanaker-Zeytun,Gasoline,100000,6000,6
GAZ (ГАЗ) 69,1971,Arabkir,Gasoline,70000,6800,2
Suzuki SX4 hatchback,2010,Shengavit,Gasoline,105550,7000,4
Mitsubishi Montero Sport,2000,Ghursali,Gasoline,300000,8700,1
Mitsubishi Montero Sport,2002,Ghursali,Gasoline,17000,20000,6
Hyundai Elantra,2022,Arabkir,Gasoline,9000,4500,1
UAZ (УАЗ) 3151,1996,Ijevan,Gasoline,80000,15500,6
Mazda 6,2016,Nor Nork,Gasoline,148000,7900,6
BMW 3 Series,2007,Ajapnyak,Gasoline,180000,16500,2
Chevrolet Malibu,2018,Arabkir,Gasoline,36000,6000,3
Opel Zafira,2000,Khachik,Gasoline,256000,7900,5
Nissan X-Trail,2006,Nor Nork,Gasoline,200000,4000,5
VAZ (Lada) 2121 (4x4),2008,Aparan,Gasoline,160000,12000,3
Ford Transit,2011,Armavir,Diesel,130000,23000,1
Toyota Camry,2018,Armavir,Gasoline,75000,7000,3
Opel Astra wagon,2004,Armavir,Gasoline,180000,8500,1
Toyota Corolla,2007,Malatia-Sebastia,Gasoline,150000,12300,5
Kia Rio,2019,Avan,Gasoline,55000,33000,2
Toyota Camry,2021,Arabkir,Gasoline,55000,25000,4
Toyota RAV4,2016,Jermuk,Gasoline,125000,8800,4
BMW X5,2006,Ararat,Gasoline,222000,4200,2
Opel Astra hatchback,2003,Kanaker-Zeytun,Gasoline,428528,15500,2
BMW X5,2007,Ararat,Gasoline,260000,17000,5
Toyota Corolla,2020,Malatia-Sebastia,Gasoline,63000,7500,6
Mercedes-Benz E-Class,1995,Kanaker-Zeytun,Gasoline,288000,26500,3
Honda e:NP1,2023,Arabkir,Electric,188,12800,5
Mercedes-Benz CLS-Class,2006,Malatia-Sebastia,Gasoline,243000,12500,5
Toyota Camry,2010,Abovian,Gasoline,190000,18500,5
Toyota Corolla,2021,Vayk,Gasoline,32000,5500,2
Honda Odyssey,2003,Masis,Gasoline,265000,14800,1
BMW 5 Series,2010,Davtashen,Gasoline,165000,3800,6
VAZ (Lada) 2107,2008,Vayk,Gasoline,119000,14500,2
Toyota Corolla,2015,Abovian,Gasoline,170000,12000,5
Toyota Camry,2012,Erebuni,Gasoline,212000,12000,6
Volkswagen Jetta,2017,Erebuni,Gasoline,84000,7800,3
Opel Zafira,2006,Armavir,Gasoline,300000,23500,1
Mitsubishi Outlander,2020,Ajapnyak,Gasoline,72000,7000,2
BMW 3 Series,2002,Kentron,Gasoline,300000,8800,1
BMW 3 Series,2009,Tashir,Gasoline,225000,8000,3
Ford Focus,2012,Hrazdan,Gasoline,113676,8900,4
BMW 3 Series,2010,Artashat,Gasoline,235000,6000,5
Ford Focus,2007,Kanaker-Zeytun,Gasoline,165000,3400,4
Mercedes-Benz C-Class,1997,Vanadzor,Gasoline,250000,4000,5
Honda Odyssey,2005,Ajapnyak,Gasoline,270000,15500,5
Nissan Rogue,2017,Malatia-Sebastia,Gasoline,55000,8500,6
Hyundai Elantra,2014,Hrazdan,Gasoline,160000,9000,6
Mercedes-Benz C-Class,2007,Echmiadzin,Gasoline,280000,41000,2
Toyota Camry,2021,Echmiadzin,Gasoline,7111,4400,1
Mercedes-Benz C-Class,2006,Nor Nork,Gasoline,220000,11000,3
Mercedes-Benz E-Class,2007,Echmiadzin,Gasoline,128000,13300,5
Ford Fusion (North America),2018,Vanadzor,Gasoline,80000,25000,2
Subaru Forester,2021,Ararat,Gasoline,21000,14800,5
Mazda 6,2016,Kanaker-Zeytun,Gasoline,110000,6000,1
Opel Zafira,2002,Armavir,Gasoline,208000,4300,2
Opel Astra hatchback,1999,Armavir,Gasoline,230000,16200,6
Toyota Camry,2014,Nor Nork,Gasoline,75000,5000,2
Nissan Tiida hatchback,2009,Nor Kharberd,Gasoline,344267,17300,1
Infiniti JX,2013,Avan,Gasoline,148324,5700,4
Mercedes-Benz C-Class,1996,Echmiadzin,Gasoline,236000,6500,4
Mercedes-Benz E-Class,2004,Arabkir,Gasoline,311000,3800,4
VAZ (Lada) Priora wagon,2009,Kanaker-Zeytun,Gasoline,220000,3000,4
VAZ (Lada) 21099,2001,Gyumri,Gasoline,250000,30000,6
Toyota RAV4,2019,Davtashen,Gasoline,64000,4500,3
VAZ (Lada) 2114 hatchback,2013,Davtashen,Gasoline,85000,3000,2
Opel Zafira,2003,Echmiadzin,Gasoline,239000,7500,3
Nissan Altima,2009,Hrazdan,Gasoline,200000,14200,4
Nissan Rogue,2018,Kentron,Gasoline,95000,9700,6
Ford Transit,2006,Artashat,Diesel,270000,8300,5
Chevrolet Volt hatchback,2012,Malatia-Sebastia,Hybrid,113600,35000,6
Dodge Challenger coupe,2022,Malatia-Sebastia,Gasoline,12000,31500,6
Ford Mustang coupe,2022,Malatia-Sebastia,Gasoline,9030,10800,2
Toyota Camry,2011,Hrazdan,Gasoline,300000,69000,4
Lexus RX,2021,Kentron,Hybrid,47000,13900,2
Kia Forte,2019,Malatia-Sebastia,Gasoline,46700,28000,3
Honda Accord,2022,Ararat,Gasoline,18000,13000,3
Mercedes-Benz C-Class,1996,Gavar,Gasoline,380000,23500,2
Hyundai Tucson,2019,Arabkir,Gasoline,10000,4000,1
VAZ (Lada) Priora hatchback,2008,Shengavit,Gasoline,300000,3000,2
Volkswagen Caddy,2019,Arabkir,Gasoline,150000,5400,1
Subaru Impreza wagon,2003,Davtashen,Gasoline,236000,5600,2
Opel Vectra,2003,Sevan,Gasoline,450000,11800,6
Mercedes-Benz E-Class,2004,Vanadzor,Gasoline,277000,12400,3
Hyundai Elantra,2018,Arabkir,Gasoline,98000,4300,3
Volkswagen Bora,2002,Shengavit,Gasoline,160000,10000,6
BMW 5 Series,2005,Artashat,Gasoline,200000,12000,6
Chevrolet Malibu,2017,Kentron,Gasoline,104000,12200,4
Chevrolet Volt hatchback,2017,Parakar,Hybrid,104000,21500,5
Toyota RAV4,2016,Parakar,Gasoline,77500,15500,5
Nissan Rogue,2018,Artashat,Gasoline,67000,39500,6
Toyota RAV4,2021,Echmiadzin,Gasoline,54000,22000,1
BMW 3 Series,2018,Abovian,Gasoline,60000,5500,3
Mitsubishi Pajero,1995,Jermuk,Diesel,260000,11900,1
Nissan NV200,2016,Erebuni,Diesel,149000,6800,5
Toyota Land Cruiser Prado,2000,Gavar,Gasoline,185000,7200,6
BMW 3 Series,2007,Arabkir,Gasoline,180000,29000,5
Ford F-150 pickup,2011,Erebuni,Gasoline,160000,3200,1
Mercedes-Benz C-Class,1999,Yeghegnadzor,Gasoline,350000,6000,2
Volkswagen Passat,2007,Ajapnyak,Gasoline,280000,29500,3
Toyota Sienna,2020,Erebuni,Gasoline,29000,22800,1
BMW 2 Series convertible,2017,Erebuni,Gasoline,71000,5200,2
Toyota Vitz hatchback,2005,Gyumri,Gasoline,200000,12300,6
Ford EcoSport,2018,Erebuni,Gasoline,37000,7000,3
Nissan Versa,2007,Nor Nork,Gasoline,300000,4200,6
Opel Astra wagon,1999,Gyumri,Gasoline,300000,9300,4
Scion tC coupe,2012,Erebuni,Gasoline,110000,16000,2
Ford Escape,2019,Erebuni,Gasoline,61000,17700,2
Toyota Sequoia,2007,Erebuni,Gasoline,194000,10800,6
Hyundai Sonata,2013,Ajapnyak,Gasoline,102000,21000,1
Kia Sportage,2018,Erebuni,Gasoline,43900,38900,2
Mercedes-Benz S-Class,2014,Avan,Gasoline,186000,17500,4
Hyundai Santa Fe,2017,Avan,Gasoline,65000,36900,3
Ford Explorer,2020,Nor Nork,Gasoline,52850,19000,4
BMW 3 Series,2016,Kentron,Gasoline,145000,24000,4
Honda Accord,2022,Avan,Gasoline,7700,11000,1
Ford Focus,2018,Goris,Gasoline,102000,4300,4
Opel Astra hatchback,1998,Yeghegnadzor,Gasoline,225000,8500,1
Mazda 3,2013,Arabkir,Gasoline,112,33000,5
BMW 5 Series,2020,Arabkir,Gasoline,86000,5800,1
Mitsubishi Airtrek,2004,Malatia-Sebastia,Gasoline,18000,20200,3
Mazda CX-5,2021,Kentron,Gasoline,40000,15000,2
Ford Fusion (North America),2016,Ajapnyak,Gasoline,245000,84000,1
BMW X6,2021,Kentron,Gasoline,15000,21200,5
Mazda CX-5,2020,Shengavit,Gasoline,32000,8300,5
BMW 3 Series,2010,Malatia-Sebastia,Gasoline,207000,12500,5
Mercedes-Benz E-Class,2002,Goris,Gasoline,140000,14700,1
Nissan Rogue Sport,2018,Nor Nork,Gasoline,72000,5400,2
Nissan Tiida hatchback,2007,Nor Nork,Gasoline,145000,13000,3
Nissan Kicks,2018,Shengavit,Gasoline,61000,6300,2
Suzuki Grand Vitara,2008,Nor Nork,Gasoline,140000,34500,6
Mercedes-Benz G-Class,2002,Nor Nork,Gasoline,193000,10800,2
Chevrolet Malibu,2016,Masis,Gasoline,65000,14400,2
Nissan Kicks,2019,Nor Nork,Gasoline,52000,3800,5
Opel Vectra,1997,Ajapnyak,Gasoline,440000,16000,3
Dodge Challenger coupe,2017,Ajapnyak,Gasoline,90000,18000,1
Lexus GX,2005,Masis,Gasoline,200000,7500,5
Nissan Quest,2009,Vanadzor,Gasoline,300000,6500,3
Opel Signum hatchback,2003,Avan,Gasoline,210000,5500,6
Nissan Tiida,2007,Nor Nork,Gasoline,239700,12200,1
Kia Forte,2016,Ashtarak,Gasoline,55000,35000,2
Lexus NX,2017,Arabkir,Gasoline,72000,14000,2
Nissan Rogue Sport,2017,Kentron,Gasoline,67000,8500,5
BMW 5 Series,2005,Shengavit,Gasoline,280000,17500,6
Mazda 6,2021,Ajapnyak,Gasoline,4000,6000,2
Nissan Leaf hatchback,2013,Gyumri,Electric,100000,7600,2
Mazda 3,2012,Aparan,Gasoline,150000,19500,5
Mercedes-Benz CLS-Class AMG,2010,Davtashen,Gasoline,190000,15300,4
Kia Sportage,2017,Kanaker-Zeytun,Gasoline,51000,17200,3
Nissan Rogue,2018,Kanaker-Zeytun,Gasoline,84000,12500,5
BMW 3 Series,2013,Malatia-Sebastia,Gasoline,179000,8000,4
BMW 7 Series,2005,Vanadzor,Gasoline,132000,8500,5
Toyota Prius hatchback,2010,Nor Nork,Hybrid,139000,16800,5
Toyota Corolla,2016,Nor Nork,Gasoline,139800,8900,3
Suzuki Swift hatchback,2011,Shengavit,Gasoline,82000,13000,3
Chevrolet Malibu,2016,Avan,Gasoline,112000,140000,1
Mercedes-Benz GLS-Class AMG,2020,Kentron,Gasoline,50000,1800,5
Lincoln Navigator,1998,Gyumri,Gasoline,130000,32500,5
Mercedes-Benz G-Class AMG,2005,Kanaker-Zeytun,Gasoline,230000,9800,4
Mercedes-Benz B-Class hatchback,2007,Nor Nork,Gasoline,132000,8000,6
BMW X5,2002,Vanadzor,Gasoline,300000,15000,5
Toyota RAV4,2010,Vanadzor,Gasoline,150000,5000,1
BMW X5,2006,Echmiadzin,Gasoline,200000,15500,4
Toyota RAV4,2010,Arabkir,Gasoline,127000,4000,5
Volkswagen Golf hatchback,2002,Echmiadzin,Gasoline,300000,13300,6
Toyota Camry,2011,Hrazdan,Gasoline,144664,10000,4
Chrysler 300C,2007,Malatia-Sebastia,Gasoline,56000,5200,3
Opel Astra hatchback,2001,Musaler,Gasoline,174000,36800,3
Mercedes-Benz GLC,2017,Kanaker-Zeytun,Gasoline,60000,10000,4
UAZ (УАЗ) Patriot,2014,Karbi,Gasoline,56000,15000,3
Nissan Sentra,2018,Argel,Gasoline,131,7600,1
Chevrolet Cruze,2011,Vayk,Gasoline,175000,13100,5
Toyota Camry,2012,Ajapnyak,Gasoline,140000,13500,3
Jeep Cherokee,2016,Davtashen,Gasoline,123000,21500,2
BMW 6 Series convertible,2012,Davtashen,Gasoline,109000,16000,5
VAZ (Lada) Niva Legend,2023,Ashtarak,Gasoline,400,18000,2
Mercedes-Benz E-Class,2011,Abovian,Gasoline,160000,8700,6
Hyundai Sonata,2011,Gyumri,Gasoline,138000,10000,5
VAZ (Lada) Niva Legend,2021,Ashtarak,Gasoline,30000,3000,4
Daewoo Matiz hatchback,2008,Nor Hachen,Gasoline,188000,3000,3
Nissan Fuga,2006,Kapan,Gasoline,245000,3000,3
Mercedes-Benz E-Class,2003,Artashat,Diesel,300000,5400,5
Nissan Tiida,2007,Davtashen,Gasoline,260000,26000,5
Mercedes-Benz E-Class,2015,Noratus,Gasoline,200000,7500,6
